LOGFILE

(0.300000;0.300000;0.000000)
(2.000000;0.300000;0.000000)
(2.000000;3.700000;0.000000)
(0.300000;4.000000;0.000000)
(2.000000;4.000000;0.000000)
0.00996255; 0.00996665; 0.0157855; 0.0163005; 0.0162983
0.0099622; 0.00996653; 0.0157849; 0.0162985; 0.0162985
0.0099622; 0.00996653; 0.0157849; 0.0162985; 0.0162985
0.00995374; 0.00995374; 0.0157841; 0.0162985; 0.0162985
0.00993775; 0.00993775; 0.0157681; 0.0162825; 0.0162825
0.00992176; 0.00992176; 0.0157521; 0.0162665; 0.0162665
0.00990577; 0.00990577; 0.0157361; 0.0162505; 0.0162505
0.00988978; 0.00988978; 0.0157201; 0.0162346; 0.0162346
0.00987379; 0.00987379; 0.0157041; 0.0162186; 0.0162186
0.00985781; 0.00985781; 0.0156881; 0.0162026; 0.0162026
0.00984182; 0.00984182; 0.0156722; 0.0161866; 0.0161866
0.00982584; 0.00982583; 0.0156562; 0.0161706; 0.0161706
0.00980986; 0.00980985; 0.0156402; 0.0161546; 0.0161546
0.00979388; 0.00979386; 0.0156242; 0.0161387; 0.0161387
0.00977791; 0.00977788; 0.0156083; 0.0161227; 0.0161227
0.00976195; 0.0097619; 0.0155924; 0.0161068; 0.0161068
0.009746; 0.00974593; 0.0155764; 0.0160909; 0.0160909
0.00973006; 0.00972996; 0.0155605; 0.016075; 0.016075
0.00971413; 0.009714; 0.0155447; 0.0160592; 0.0160592
0.00969822; 0.00969805; 0.0155289; 0.0160433; 0.0160433
0.00968234; 0.0096821; 0.0155131; 0.0160276; 0.0160276
0.00966648; 0.00966617; 0.0154973; 0.0160119; 0.0160119
0.00965064; 0.00965025; 0.0154817; 0.0159962; 0.0159962
0.00963484; 0.00963434; 0.0154661; 0.0159806; 0.0159806
0.00961908; 0.00961845; 0.0154505; 0.0159651; 0.0159651
0.00960335; 0.00960258; 0.0154351; 0.0159497; 0.0159497
0.00958767; 0.00958672; 0.0154197; 0.0159344; 0.0159344
0.00957203; 0.00957088; 0.0154044; 0.0159192; 0.0159192
0.00955644; 0.00955507; 0.0153892; 0.015904; 0.0159041
0.0095409; 0.00953928; 0.0153741; 0.015889; 0.0158891
0.00952541; 0.00952351; 0.0153591; 0.0158742; 0.0158742
0.00950998; 0.00950777; 0.0153443; 0.0158594; 0.0158595
0.00949461; 0.00949205; 0.0153295; 0.0158448; 0.0158448
0.00947929; 0.00947636; 0.0153148; 0.0158303; 0.0158304
0.00946404; 0.00946069; 0.0153003; 0.015816; 0.015816
0.00944885; 0.00944506; 0.0152859; 0.0158018; 0.0158019
0.00943374; 0.00942946; 0.0152717; 0.0157878; 0.0157879
0.0094187; 0.00941389; 0.0152576; 0.0157739; 0.015774
0.00940375; 0.00939836; 0.0152436; 0.0157603; 0.0157604
0.0093889; 0.00938287; 0.0152299; 0.0157469; 0.0157471
0.00937417; 0.00936744; 0.0152164; 0.0157338; 0.015734
0.00935958; 0.00935208; 0.0152032; 0.0157211; 0.0157212
0.00934518; 0.00933679; 0.0151903; 0.0157087; 0.0157089
0.00933099; 0.0093216; 0.0151779; 0.0156969; 0.015697
0.00931707; 0.00930653; 0.0151659; 0.0156856; 0.0156858
0.00930346; 0.00929159; 0.0151546; 0.0156751; 0.0156752
0.00929023; 0.00927682; 0.015144; 0.0156654; 0.0156654
0.00927746; 0.00926225; 0.0151342; 0.0156566; 0.0156566
0.00926526; 0.00924792; 0.0151253; 0.015649; 0.0156488
0.0092538; 0.00923391; 0.0151177; 0.0156429; 0.0156422
0.00924326; 0.0092203; 0.0151114; 0.0156385; 0.0156368
0.00923361; 0.00920708; 0.0151064; 0.0156355; 0.0156325
0.00922443; 0.00919408; 0.0151024; 0.0156332; 0.0156295
0.00921514; 0.00918106; 0.015099; 0.0156309; 0.0156278
0.00920563; 0.00916795; 0.0150961; 0.0156282; 0.0156274
0.00919603; 0.00915482; 0.0150939; 0.0156255; 0.0156282
0.00918658; 0.00914176; 0.0150923; 0.0156236; 0.0156294
0.0091773; 0.00912878; 0.0150909; 0.0156223; 0.015631
0.00916802; 0.00911582; 0.0150893; 0.0156213; 0.0156332
0.00915873; 0.00910287; 0.0150874; 0.0156216; 0.0156355
0.00914954; 0.00908999; 0.0150852; 0.0156242; 0.015637
0.00914053; 0.00907719; 0.015083; 0.0156278; 0.0156371
0.00913162; 0.00906445; 0.0150809; 0.0156308; 0.0156362
0.00912267; 0.00905171; 0.0150787; 0.0156321; 0.0156346
0.00911354; 0.00903891; 0.0150762; 0.015632; 0.0156326
0.00910417; 0.00902602; 0.0150731; 0.0156307; 0.0156303
0.0090945; 0.00901303; 0.0150695; 0.0156287; 0.0156276
0.00908453; 0.00899992; 0.0150654; 0.0156259; 0.0156247
0.00907426; 0.0089867; 0.0150606; 0.0156225; 0.0156216
0.00906371; 0.00897337; 0.0150553; 0.0156187; 0.0156181
0.0090529; 0.00895994; 0.0150494; 0.0156146; 0.0156144
0.00904194; 0.00894644; 0.015043; 0.0156103; 0.0156103
0.00903096; 0.00893294; 0.0150361; 0.0156061; 0.0156058
0.00901999; 0.00891943; 0.0150291; 0.0156021; 0.015601
0.00900899; 0.00890592; 0.0150223; 0.015598; 0.0155962
0.00899797; 0.00889242; 0.0150158; 0.0155935; 0.0155915
0.00898691; 0.00887893; 0.0150095; 0.0155888; 0.015587
0.00897571; 0.00886539; 0.0150029; 0.015584; 0.0155827
0.00896439; 0.00885179; 0.0149959; 0.0155792; 0.0155785
0.00895308; 0.0088382; 0.0149885; 0.0155745; 0.0155741
0.00894262; 0.00882489; 0.0149808; 0.01557; 0.0155692
