LOGFILE

(2.000000,0.000000,0.000000); 14.2037
(2.000000,0.004000,0.000000); 14.1997
(2.000000,0.008000,0.000000); 14.1957
(2.000000,0.012000,0.000000); 14.1916
(2.000000,0.016000,0.000000); 14.1876
(2.000000,0.020000,0.000000); 14.1836
(2.000000,0.024000,0.000000); 14.1796
(2.000000,0.028000,0.000000); 14.1756
(2.000000,0.032000,0.000000); 14.1716
(2.000000,0.036000,0.000000); 14.1676
(2.000000,0.040000,0.000000); 14.1636
(2.000000,0.044000,0.000000); 14.1596
(2.000000,0.048000,0.000000); 14.1556
(2.000000,0.052000,0.000000); 14.1515
(2.000000,0.056000,0.000000); 14.1475
(2.000000,0.060000,0.000000); 14.1435
(2.000000,0.064000,0.000000); 14.1395
(2.000000,0.068000,0.000000); 14.1355
(2.000000,0.072000,0.000000); 14.1315
(2.000000,0.076000,0.000000); 14.1275
(2.000000,0.080000,0.000000); 14.1235
(2.000000,0.084000,0.000000); 14.1195
(2.000000,0.088000,0.000000); 14.1155
(2.000000,0.092000,0.000000); 14.1114
(2.000000,0.096000,0.000000); 14.1074
(2.000000,0.100000,0.000000); 14.1034
(2.000000,0.104000,0.000000); 14.0994
(2.000000,0.108000,0.000000); 14.0954
(2.000000,0.112000,0.000000); 14.0914
(2.000000,0.116000,0.000000); 14.0874
(2.000000,0.120000,0.000000); 14.0834
(2.000000,0.124000,0.000000); 14.0794
(2.000000,0.128000,0.000000); 14.0754
(2.000000,0.132000,0.000000); 14.0713
(2.000000,0.136000,0.000000); 14.0673
(2.000000,0.140000,0.000000); 14.0633
(2.000000,0.144000,0.000000); 14.0593
(2.000000,0.148000,0.000000); 14.0553
(2.000000,0.152000,0.000000); 14.0513
(2.000000,0.156000,0.000000); 14.0473
(2.000000,0.160000,0.000000); 14.0433
(2.000000,0.164000,0.000000); 14.0393
(2.000000,0.168000,0.000000); 14.0353
(2.000000,0.172000,0.000000); 14.0312
(2.000000,0.176000,0.000000); 14.0272
(2.000000,0.180000,0.000000); 14.0232
(2.000000,0.184000,0.000000); 14.0192
(2.000000,0.188000,0.000000); 14.0152
(2.000000,0.192000,0.000000); 14.0112
(2.000000,0.196000,0.000000); 14.0072
(2.000000,0.200000,0.000000); 14.0032
(2.000000,0.204000,0.000000); 13.9992
(2.000000,0.208000,0.000000); 13.9952
(2.000000,0.212000,0.000000); 13.9911
(2.000000,0.216000,0.000000); 13.9871
(2.000000,0.220000,0.000000); 13.9831
(2.000000,0.224000,0.000000); 13.9791
(2.000000,0.228000,0.000000); 13.9751
(2.000000,0.232000,0.000000); 13.9711
(2.000000,0.236000,0.000000); 13.9671
(2.000000,0.240000,0.000000); 13.9631
(2.000000,0.244000,0.000000); 13.9591
(2.000000,0.248000,0.000000); 13.9551
(2.000000,0.252000,0.000000); 13.951
(2.000000,0.256000,0.000000); 13.947
(2.000000,0.260000,0.000000); 13.943
(2.000000,0.264000,0.000000); 13.939
(2.000000,0.268000,0.000000); 13.935
(2.000000,0.272000,0.000000); 13.931
(2.000000,0.276000,0.000000); 13.927
(2.000000,0.280000,0.000000); 13.923
(2.000000,0.284000,0.000000); 13.919
(2.000000,0.288000,0.000000); 13.915
(2.000000,0.292000,0.000000); 13.9109
(2.000000,0.296000,0.000000); 13.9069
(2.000000,0.300000,0.000000); 13.9029
(2.000000,0.304000,0.000000); 13.8989
(2.000000,0.308000,0.000000); 13.8949
(2.000000,0.312000,0.000000); 13.8909
(2.000000,0.316000,0.000000); 13.8869
(2.000000,0.320000,0.000000); 13.8829
(2.000000,0.324000,0.000000); 13.8789
(2.000000,0.328000,0.000000); 13.8749
(2.000000,0.332000,0.000000); 13.8708
(2.000000,0.336000,0.000000); 13.8668
(2.000000,0.340000,0.000000); 13.8628
(2.000000,0.344000,0.000000); 13.8588
(2.000000,0.348000,0.000000); 13.8548
(2.000000,0.352000,0.000000); 13.8508
(2.000000,0.356000,0.000000); 13.8468
(2.000000,0.360000,0.000000); 13.8428
(2.000000,0.364000,0.000000); 13.8388
(2.000000,0.368000,0.000000); 13.8348
(2.000000,0.372000,0.000000); 13.8307
(2.000000,0.376000,0.000000); 13.8267
(2.000000,0.380000,0.000000); 13.8227
(2.000000,0.384000,0.000000); 13.8187
(2.000000,0.388000,0.000000); 13.8147
(2.000000,0.392000,0.000000); 13.8107
(2.000000,0.396000,0.000000); 13.8067
(2.000000,0.400000,0.000000); 13.8027
(2.000000,0.404000,0.000000); 13.7987
(2.000000,0.408000,0.000000); 13.7947
(2.000000,0.412000,0.000000); 13.7906
(2.000000,0.416000,0.000000); 13.7866
(2.000000,0.420000,0.000000); 13.7826
(2.000000,0.424000,0.000000); 13.7786
(2.000000,0.428000,0.000000); 13.7746
(2.000000,0.432000,0.000000); 13.7706
(2.000000,0.436000,0.000000); 13.7666
(2.000000,0.440000,0.000000); 13.7626
(2.000000,0.444000,0.000000); 13.7586
(2.000000,0.448000,0.000000); 13.7546
(2.000000,0.452000,0.000000); 13.7505
(2.000000,0.456000,0.000000); 13.7465
(2.000000,0.460000,0.000000); 13.7425
(2.000000,0.464000,0.000000); 13.7385
(2.000000,0.468000,0.000000); 13.7345
(2.000000,0.472000,0.000000); 13.7305
(2.000000,0.476000,0.000000); 13.7265
(2.000000,0.480000,0.000000); 13.7225
(2.000000,0.484000,0.000000); 13.7185
(2.000000,0.488000,0.000000); 13.7145
(2.000000,0.492000,0.000000); 13.7104
(2.000000,0.496000,0.000000); 13.7064
(2.000000,0.500000,0.000000); 13.7024
(2.000000,0.504000,0.000000); 13.6984
(2.000000,0.508000,0.000000); 13.6944
(2.000000,0.512000,0.000000); 13.6904
(2.000000,0.516000,0.000000); 13.6864
(2.000000,0.520000,0.000000); 13.6824
(2.000000,0.524000,0.000000); 13.6784
(2.000000,0.528000,0.000000); 13.6744
(2.000000,0.532000,0.000000); 13.6703
(2.000000,0.536000,0.000000); 13.6663
(2.000000,0.540000,0.000000); 13.6623
(2.000000,0.544000,0.000000); 13.6583
(2.000000,0.548000,0.000000); 13.6543
(2.000000,0.552000,0.000000); 13.6503
(2.000000,0.556000,0.000000); 13.6463
(2.000000,0.560000,0.000000); 13.6423
(2.000000,0.564000,0.000000); 13.6383
(2.000000,0.568000,0.000000); 13.6343
(2.000000,0.572000,0.000000); 13.6302
(2.000000,0.576000,0.000000); 13.6262
(2.000000,0.580000,0.000000); 13.6222
(2.000000,0.584000,0.000000); 13.6182
(2.000000,0.588000,0.000000); 13.6142
(2.000000,0.592000,0.000000); 13.6102
(2.000000,0.596000,0.000000); 13.6062
(2.000000,0.600000,0.000000); 13.6022
(2.000000,0.604000,0.000000); 13.5982
(2.000000,0.608000,0.000000); 13.5942
(2.000000,0.612000,0.000000); 13.5901
(2.000000,0.616000,0.000000); 13.5861
(2.000000,0.620000,0.000000); 13.5821
(2.000000,0.624000,0.000000); 13.5781
(2.000000,0.628000,0.000000); 13.5741
(2.000000,0.632000,0.000000); 13.5701
(2.000000,0.636000,0.000000); 13.5661
(2.000000,0.640000,0.000000); 13.5621
(2.000000,0.644000,0.000000); 13.5581
(2.000000,0.648000,0.000000); 13.5541
(2.000000,0.652000,0.000000); 13.55
